image,image_id,coral_cover_pred,pct_bleached_pred,cover_pred__branching_acropora,cover_healthy_pred__branching_acropora,cover_pred__finger_acropora,cover_healthy_pred__finger_acropora,cover_pred__finger_porites,cover_healthy_pred__finger_porites,cover_pred__knob_porites,cover_healthy_pred__knob_porites,cover_pred__mounding_,cover_healthy_pred__mounding_,cover_pred__oddball,cover_healthy_pred__oddball,cover_pred__pocillopora_,cover_healthy_pred__pocillopora_,cover_pred__table_acropora,cover_healthy_pred__table_acropora,filename,split
yellowfin_segment.v18i.coco-segmentation/train\GPAB2750_jpg.rf.cdad5a44fc68268026febd47efc11e6c.jpg,GPAB2750,0.1894241276071923,0.0196198362661146,0.0,0.0,0.0,0.0,0.1193321593246313,0.1193321593246313,0.0460206290100494,0.0460206290100494,0.0100446878666776,0.0,0.0,0.0,0.0,0.0,0.0140266514058338,0.0044515030063968,GPAB2750_jpg.rf.cdad5a44fc68268026febd47efc11e6c.jpg,test
yellowfin_segment.v18i.coco-segmentation/train\GPAB2751_jpg.rf.5c54bc040bd61f476b2936c0f427baaf.jpg,GPAB2751,0.0872104746669534,0.0075193528997182,0.0529388945754268,0.0482089325802778,0.0,0.0,0.0170618543832325,0.0170618543832325,0.0080234596897006,0.0080234596897006,0.0078122149396128,0.0063968751140241,0.0,0.0,0.0013740510789805,0.0,0.0,0.0,GPAB2751_jpg.rf.5c54bc040bd61f476b2936c0f427baaf.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2752_jpg.rf.3d3a23e7d01325a3e36b5203981b2c6b.jpg,GPAB2752,0.199862498871761,0.1820824123382297,0.0,0.0,0.0306266479491015,0.0137222669250253,0.0,0.0,0.0,0.0,0.0124000668301573,0.00280667456594,0.0012511450425658,0.0012511450425658,0.0061606650752895,0.0,0.1494239739746468,0.0,GPAB2752_jpg.rf.3d3a23e7d01325a3e36b5203981b2c6b.jpg,test
yellowfin_segment.v18i.coco-segmentation/train\GPAB2753_jpg.rf.ecc3e09a60fddd4051f8cc1817f5abe0.jpg,GPAB2753,0.2323701853000539,0.0933154479444925,0.0042585021210893,0.0022939259452722,0.202081528951093,0.1120048471068111,0.001623703965448,0.001623703965448,0.0,0.0,0.0094234362607374,0.0081492463363438,0.0,0.0,0.011138359550087,0.011138359550087,0.003844654451599,0.003844654451599,GPAB2753_jpg.rf.ecc3e09a60fddd4051f8cc1817f5abe0.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2755_jpg.rf.989ddbf0acb4906444222985aa1c08ad.jpg,GPAB2755,0.2685064804128106,0.0800435164185181,0.0294888069088555,0.0294888069088555,0.2124594074008638,0.1556921818317992,0.0,0.0,0.0,0.0,0.0,0.0,0.0032819752536377,0.0032819752536377,0.0035623546492088,0.0,0.0197139362002446,0.0,GPAB2755_jpg.rf.989ddbf0acb4906444222985aa1c08ad.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2756_jpg.rf.e3eab669406113c45048b693e012a15e.jpg,GPAB2756,0.1360742659725036,0.0403218217747247,0.0095069739573631,0.0,0.0772224388014357,0.0665248126163046,0.0040943073380664,0.0040943073380664,0.0012713093141651,0.0012713093141651,0.0218993591602445,0.0218993591602445,0.0034384884093846,0.0019626557689981,0.002365941200984,0.0,0.01627544779086,0.0,GPAB2756_jpg.rf.e3eab669406113c45048b693e012a15e.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2863_jpg.rf.96811bd1325e7bbd6bdfefe68952512f.jpg,GPAB2863,0.2043120814713389,0.0034192843411948,0.0,0.0,0.0,0.0,0.1419363077874416,0.1419363077874416,0.0518769096045306,0.0518769096045306,0.00670606061188,0.0032867762706851,0.0,0.0,0.0,0.0,0.0037928034674865,0.0037928034674865,GPAB2863_jpg.rf.96811bd1325e7bbd6bdfefe68952512f.jpg,test
yellowfin_segment.v18i.coco-segmentation/train\GPAB2864_jpg.rf.bba294c9d2767e1fca67088d5f57ed2c.jpg,GPAB2864,0.1228196181078999,0.0180614261325119,0.0,0.0,0.0,0.0,0.0656299030386597,0.0656299030386597,0.0152547515665718,0.0152547515665718,0.031019371143583,0.0129579450110711,0.0030688100967308,0.0030688100967308,0.0078467822623544,0.0078467822623544,0.0,0.0,GPAB2864_jpg.rf.bba294c9d2767e1fca67088d5f57ed2c.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2865_jpg.rf.bc51b557fce1c755711f160a6fb06174.jpg,GPAB2865,0.1731986103936257,0.0975220990814694,0.0,0.0,0.1290436566082158,0.0654196184919813,0.0,0.0,0.0018080630200701,0.0018080630200701,0.0232724500358155,0.0052791983453774,0.0031696314547273,0.0031696314547273,0.0159048092747967,0.0,0.0,0.0,GPAB2865_jpg.rf.bc51b557fce1c755711f160a6fb06174.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2866_jpg.rf.419a33f7e1a92b4b4cd4c79fef598c57.jpg,GPAB2866,0.1923757928879653,0.0543686374521578,0.0899422533669532,0.064563117050716,0.0808356842313475,0.0557974201254793,0.0,0.0,0.0,0.0,0.009265962901581,0.009265962901581,0.0019146455985235,0.0019146455985235,0.0029190183648504,0.0,0.0074982284247094,0.0064660097595074,GPAB2866_jpg.rf.419a33f7e1a92b4b4cd4c79fef598c57.jpg,test
